-2.49,-0.59,-2.19
-2.04,-0.07,-2.43
-2.09,0.42,-2.64
-2.20,0.93,-2.60
-2.77,1.44,-2.59
-3.03,1.88,-2.54
-3.06,2.13,-2.50
-2.86,2.49,-2.71
-2.46,2.68,-2.74
-1.90,2.84,-2.89
-1.84,3.02,-3.00
-1.78,2.86,-2.82
-1.96,2.77,-2.61
-1.69,2.33,-2.45
-1.30,2.16,-2.53
-0.92,1.53,-2.27
-0.56,1.06,-2.01
0.10,1.00,-1.99
-0.02,0.85,-1.82
-0.48,0.74,-1.37
-0.47,0.75,-1.18
-0.57,0.64,-1.14
-0.52,0.37,-1.18
-0.44,0.18,-1.04
-0.39,-0.03,-1.05
-0.73,-0.23,-1.15
-1.59,-0.26,-1.15
-1.79,-0.19,-1.27
-2.14,0.02,-1.67
-2.34,0.27,-1.80
-2.32,0.69,-2.15
-2.43,1.07,-2.27
-2.48,1.66,-2.50
-2.72,2.10,-2.47
-3.04,2.37,-2.42
-3.48,2.51,-2.38
-4.06,2.16,-1.89
-3.65,1.92,-1.97
-3.23,1.35,-1.72
-3.12,0.80,-1.57
-2.85,0.33,-1.44
-2.96,0.11,-1.33
-2.72,0.11,-1.26
-2.78,0.19,-1.05
-2.56,0.29,-1.09
-2.31,0.19,-0.88
-1.89,-0.26,-0.88
-1.25,-0.63,-0.66
-0.76,-1.04,-0.43
-0.43,-1.19,-0.11
-0.16,-1.37,0.57
-0.14,-1.58,1.01
-0.06,-1.79,1.40
0.12,-1.96,1.79
0.15,-2.21,1.92
0.24,-2.30,1.83
0.22,-2.44,1.61
0.17,-2.74,1.34
0.16,-2.88,1.27
0.22,-3.16,0.93
0.39,-3.44,0.84
0.29,-3.63,0.59
0.23,-3.64,0.53
-0.11,-3.60,0.69
-0.22,-3.59,0.82
-0.30,-3.52,1.10
-0.78,-3.67,1.23
-0.30,-3.70,1.42
-0.18,-3.80,1.51
0.12,-4.15,1.60
0.60,-4.14,1.35
0.66,-4.02,1.06
1.92,-3.00,0.95
-0.84,-3.92,1.14
1.17,-2.69,0.81
0.45,-3.05,0.69
1.48,-3.11,0.41
2.54,-2.70,0.23
2.62,-2.61,0.07
3.78,-2.21,0.00
3.78,-1.70,0.23
3.28,-1.24,0.40
3.43,-0.58,0.69
3.11,-0.66,0.95
3.28,-0.33,0.95
3.41,-0.56,0.99
3.20,-0.65,1.04
2.99,-0.61,0.85
2.63,-0.61,0.72
2.24,-0.47,0.63
1.27,-0.59,0.37
0.87,-0.63,0.25
0.09,-0.84,0.09
-0.66,-0.98,0.10
-1.27,-1.21,0.10
-1.90,-1.62,0.20
-2.38,-1.84,0.32
-2.64,-2.33,0.51
