0.16,-0.00,-1.01
1.68,2.74,0.20
0.16,-0.00,-1.01
1.69,3.14,0.21
0.16,0.00,-1.01
1.80,3.48,-0.11
0.16,0.01,-1.01
1.96,3.70,-0.37
0.16,0.00,-1.01
1.96,3.70,-0.65
0.16,0.01,-1.00
2.00,3.56,-0.88
0.16,0.01,-1.00
2.16,3.45,-1.21
0.16,0.01,-0.99
2.11,2.60,-1.77
0.17,0.00,-1.00
2.16,2.00,-1.92
0.18,-0.01,-0.98
2.44,1.58,-2.13
0.18,-0.01,-1.00
2.34,1.83,-1.98
0.18,-0.01,-1.00
2.30,1.77,-1.89
0.16,-0.01,-1.01
2.16,1.87,-1.75
0.16,-0.01,-1.01
2.13,1.96,-1.69
0.16,-0.02,-1.00
1.88,2.22,-1.55
0.15,-0.00,-1.02
1.73,2.52,-1.45
0.16,-0.01,-1.02
1.27,2.96,-1.22
0.16,-0.00,-1.01
1.18,3.37,-0.98
0.17,0.00,-1.01
0.99,3.86,-0.62
0.17,0.01,-1.00
0.66,4.30,-0.50
0.17,0.01,-1.00
0.37,4.70,-0.16
0.17,0.01,-1.00
0.22,5.10,0.35
0.16,0.01,-0.99
0.15,5.45,0.47
0.17,0.01,-0.98
-0.05,5.89,0.36
0.17,0.01,-0.98
-0.05,6.92,0.23
0.18,0.01,-0.98
0.02,7.85,-0.10
0.18,0.00,-0.97
0.56,9.36,-0.42
0.18,0.01,-0.99
0.40,10.34,-0.72
0.18,0.01,-0.97
0.93,11.14,-0.79
0.18,0.01,-0.98
1.31,12.28,-1.30
0.19,0.01,-0.99
1.63,13.05,-1.72
0.19,0.01,-0.99
1.58,14.09,-1.87
0.19,0.00,-1.00
1.47,14.16,-1.85
0.17,0.01,-1.00
1.51,14.28,-1.91
0.17,0.01,-1.00
1.66,14.46,-2.06
0.17,-0.00,-0.99
1.58,13.79,-2.17
0.17,-0.00,-1.00
1.39,13.24,-2.01
0.16,-0.00,-1.01
1.32,12.36,-1.98
0.17,-0.00,-1.01
1.43,11.23,-1.81
0.17,-0.00,-1.01
0.97,10.35,-1.75
0.17,0.01,-1.01
0.92,9.75,-1.56
0.17,0.01,-1.00
0.55,9.30,-1.37
0.17,0.01,-1.01
0.27,9.30,-1.21
0.17,0.01,-1.01
-0.49,9.34,-1.11
0.18,0.00,-1.02
-0.85,9.43,-1.10
0.18,-0.01,-1.00
-0.91,10.03,-0.84
0.18,-0.02,-1.00
-1.14,10.67,-0.18
0.18,-0.02,-1.01
-1.29,11.02,0.28
0.17,-0.02,-1.00
-0.93,11.27,0.67
0.16,-0.03,-1.00
-0.61,11.95,0.81
0.16,-0.02,-1.01
-0.66,12.21,0.92
0.16,-0.03,-1.01
-1.04,12.45,0.90
0.16,-0.02,-1.02
-1.24,12.63,0.99
0.17,-0.02,-1.02
-1.52,13.13,0.93
0.17,-0.02,-1.02
-1.79,14.08,1.10
0.17,-0.02,-1.01
-1.74,15.21,1.18
0.16,-0.01,-1.01
-1.90,17.67,1.07
0.17,-0.01,-0.99
-1.92,20.15,0.91
0.17,-0.01,-0.99
-2.22,22.02,0.50
0.15,0.00,-0.99
-2.67,24.73,-0.26
0.17,0.01,-0.98
-3.31,28.28,-1.33
0.19,0.00,-0.98
-3.75,30.45,-1.90
0.18,0.01,-1.00
-4.24,32.79,-2.43
0.19,0.01,-0.99
-3.86,34.50,-3.06
0.19,0.00,-0.98
-3.71,36.89,-3.36
0.20,0.00,-0.99
-3.91,38.73,-3.75
0.21,-0.00,-0.98
-3.13,39.71,-4.00
0.22,-0.01,-0.96
-3.45,40.65,-3.94
0.23,-0.00,-0.99
-3.44,41.36,-3.55
0.23,-0.01,-0.98
-3.05,41.56,-3.07
0.23,-0.01,-0.98
-2.71,41.49,-2.59
0.23,-0.02,-0.98
-2.22,40.44,-1.92
0.22,-0.01,-0.98
-1.84,39.48,-1.63
0.22,-0.01,-1.00
-0.94,38.67,-1.38
0.23,-0.03,-1.03
0.10,36.16,-1.45
0.25,-0.05,-1.03
0.61,33.39,-1.47
0.24,-0.05,-1.04
0.88,30.39,-1.35
0.24,-0.05,-1.07
1.51,27.02,-1.19
0.25,-0.06,-1.09
2.96,22.24,-1.17
0.26,-0.06,-1.09
3.49,18.32,-0.91
0.25,-0.07,-1.09
4.10,14.65,-0.64
0.24,-0.06,-1.09
4.42,10.48,-0.36
0.25,-0.06,-1.08
4.28,8.15,0.05
0.24,-0.05,-1.09
3.80,5.69,0.46
0.26,-0.05,-1.08
2.82,3.91,0.95
0.26,-0.04,-1.07
1.35,1.81,1.54
0.27,-0.04,-1.06
0.10,0.20,2.21
0.27,-0.04,-1.06
-1.51,-1.32,2.88
0.26,-0.04,-1.05
-2.95,-2.97,3.42
0.27,-0.04,-1.06
-4.41,-4.36,4.05
0.26,-0.04,-1.05
-5.52,-6.63,4.52
0.26,-0.05,-1.06
-6.12,-8.66,5.08
0.26,-0.04,-1.05
-6.35,-10.67,5.20
0.26,-0.05,-1.04
-6.54,-12.47,5.25
0.26,-0.04,-1.05
-6.52,-15.23,5.27
0.26,-0.04,-1.05
-6.43,-17.09,5.19
0.27,-0.03,-1.04
-5.92,-18.49,5.18
0.27,-0.03,-1.03
-5.50,-19.66,5.22
0.27,-0.02,-1.02
-5.18,-19.86,4.96
0.28,-0.02,-1.01
-5.03,-19.25,4.60
0.28,-0.01,-1.01
-4.95,-18.79,4.26
0.27,-0.01,-0.97
-4.44,-17.41,3.80
0.27,-0.01,-1.00
-4.75,-15.72,3.56
0.27,0.00,-1.00
