-1.28,1.69,-1.39
-1.27,1.76,-1.43
-1.05,1.94,-1.25
-0.97,1.80,-1.23
-1.10,1.89,-1.13
-1.13,1.97,-1.05
-1.19,2.08,-0.98
-1.44,1.98,-0.79
-1.85,2.25,-0.73
-2.08,2.43,-0.75
-2.15,2.20,-0.57
-2.10,2.37,-0.58
-2.03,2.33,-0.48
-2.36,2.36,-0.63
-2.54,2.47,-0.48
-2.76,2.58,-0.65
-2.70,2.67,-0.55
-2.71,2.92,-0.53
-2.73,3.19,-0.72
-2.57,3.53,-0.74
-2.73,3.98,-0.64
-2.73,4.32,-0.71
-2.71,4.54,-0.54
-3.00,4.78,-0.39
-2.99,4.92,-0.32
-3.20,4.97,-0.20
-3.14,5.09,-0.12
-3.25,5.18,-0.06
-3.32,5.11,0.03
-3.56,4.97,0.24
-2.70,4.86,0.08
-2.40,5.40,-0.18
-1.92,5.88,-0.11
-1.90,6.41,-0.23
-1.95,7.09,-0.17
-1.80,7.38,-0.19
-1.58,7.74,-0.21
-1.11,8.06,-0.35
-1.00,8.34,-0.37
-0.69,8.51,-0.50
-0.28,8.35,-0.74
0.36,8.34,-0.87
0.58,8.46,-1.05
0.69,8.35,-1.15
1.09,8.50,-1.29
1.24,8.53,-1.40
1.32,8.40,-1.16
1.09,8.32,-1.40
1.01,8.23,-1.27
0.95,8.25,-1.37
0.61,8.09,-1.32
0.63,8.05,-1.20
0.48,8.11,-1.05
0.22,7.94,-0.91
0.03,7.68,-0.45
-0.28,7.29,-0.10
-0.37,6.75,0.20
-0.70,6.41,0.58
-0.94,6.13,0.78
-1.39,5.60,1.12
-1.43,5.13,1.48
-1.83,4.76,1.68
-2.02,4.49,1.72
-2.24,4.27,1.97
-2.53,4.04,2.12
-2.85,3.89,2.10
-2.85,3.75,2.16
-2.85,3.80,2.19
-2.77,4.44,2.09
-3.04,4.66,1.90
-3.23,4.82,1.76
-3.47,5.09,1.50
-3.29,5.55,1.21
-3.33,6.28,0.83
-3.30,6.94,0.62
-3.40,7.79,0.23
-3.28,8.30,0.10
-3.32,8.71,-0.03
-3.16,8.85,-0.08
-3.08,8.95,-0.30
-2.79,8.74,-0.40
-2.41,8.74,-0.64
-2.26,8.51,-0.87
-1.89,8.10,-1.06
-1.89,7.67,-1.28
-1.66,7.02,-1.58
-1.48,6.55,-1.78
-1.27,6.28,-1.79
-1.06,6.02,-2.14
-0.92,5.83,-2.28
-0.84,5.67,-2.60
-0.70,5.63,-2.67
-0.60,5.49,-2.88
-0.42,5.39,-3.08
-0.04,5.13,-3.18
0.24,5.25,-3.49
0.24,5.13,-3.79
0.30,5.34,-4.11
0.20,5.73,-4.38
-0.08,6.55,-4.70
0.05,7.29,-4.88
0.69,8.66,-5.11
-0.43,10.01,-5.15
-0.54,10.51,-5.15
-0.93,11.03,-5.20
-1.26,11.50,-5.17
-0.85,11.69,-5.22
-1.18,11.96,-5.19
-0.88,11.88,-4.94
-0.88,12.06,-4.88
-0.82,11.65,-4.57
-0.75,11.49,-4.28
-0.57,10.93,-3.98
-0.55,10.41,-3.59
-0.45,9.71,-3.29
-0.31,8.95,-2.90
-0.20,7.84,-2.45
0.07,6.81,-2.16
0.21,5.87,-1.72
0.44,4.78,-1.37
0.56,4.01,-1.05
0.73,3.26,-1.07
0.67,2.76,-0.90
0.81,2.47,-0.86
0.64,2.29,-0.68
0.53,2.01,-0.31
0.19,1.84,-0.23
