1.21,0.36,-1.41
1.11,0.10,-1.23
1.05,-0.17,-1.19
1.03,-0.21,-1.30
0.98,-0.19,-1.24
1.03,-0.13,-1.19
0.83,0.12,-1.11
0.87,0.40,-0.82
0.76,0.81,-0.75
0.86,1.24,-0.43
0.64,1.54,-0.22
0.43,1.75,-0.03
0.54,2.17,0.20
0.21,2.33,0.38
0.22,2.32,0.56
0.05,2.25,0.70
0.23,2.01,0.72
0.25,1.75,0.72
0.39,1.60,0.72
0.57,1.20,0.68
0.76,0.96,0.60
0.93,1.11,0.59
0.92,0.72,0.47
1.61,1.04,0.26
1.97,1.78,0.25
2.33,2.36,0.21
2.43,2.83,0.25
2.40,3.22,0.26
2.29,3.71,0.31
2.12,4.22,0.19
2.06,4.52,0.18
1.80,4.89,-0.03
1.67,5.62,0.06
1.76,4.70,0.05
1.60,5.18,0.34
1.63,5.08,0.42
1.83,5.14,0.53
1.84,5.19,0.33
1.86,5.12,0.55
1.84,5.21,0.47
1.73,5.51,0.59
1.60,5.63,0.45
1.37,5.83,0.63
0.90,5.80,0.85
0.77,5.71,1.13
0.76,5.76,1.20
0.40,5.73,1.29
0.40,5.68,1.30
0.27,5.79,1.33
0.04,5.79,1.39
-0.15,5.69,1.36
-0.14,5.54,1.25
-0.36,5.60,1.37
-0.42,5.28,1.23
-0.69,4.87,1.19
-0.85,4.39,1.20
-1.10,4.06,1.10
-1.46,3.64,0.81
-1.74,3.64,0.36
-2.16,3.90,-0.03
-2.57,4.52,-0.51
-2.96,5.18,-0.90
-3.49,6.21,-1.38
-3.96,7.34,-1.85
-4.47,8.66,-2.16
-4.97,9.63,-2.49
-5.40,10.70,-2.72
-5.70,11.52,-3.01
-5.88,12.19,-3.25
-5.86,12.79,-3.33
-5.63,13.25,-3.39
-5.18,13.34,-3.22
-5.01,13.25,-3.33
-4.69,13.13,-3.12
-4.44,12.64,-3.09
-3.95,11.86,-2.71
-3.37,10.90,-2.59
-2.92,10.19,-2.39
-2.29,9.09,-2.12
-1.81,8.44,-1.82
-1.25,7.90,-1.53
-1.17,7.35,-1.48
-1.16,7.10,-1.38
-0.92,6.81,-0.98
-1.08,6.65,-0.64
-1.19,6.43,-0.66
-1.54,6.24,-0.35
-1.90,5.91,-0.12
-2.22,5.28,0.21
-2.63,4.57,0.63
-2.78,3.42,0.97
-2.86,2.06,1.35
-2.77,1.32,1.61
-2.78,0.64,1.80
-2.67,0.33,1.83
-2.68,0.13,2.00
-2.71,0.16,1.99
-2.66,0.39,2.12
-2.78,0.63,2.08
-3.25,1.09,2.18
-3.62,1.43,2.19
-4.10,1.75,2.31
